
,,,Measures,"Number of collisions","Number of injured","Number of fatalities"
"March","2020","Wet","Overcast, cloudy but no precipitation",97,145,0
"March","2020","Wet","Raining",288,366,8
"March","2020","Wet","Snowing, not including drifting snow",64,79,0
"March","2020","Wet","Freezing rain, sleet, hail",3,6,0
"March","2020","Wet","Visibility limitation",20,26,0
"March","2020","Wet","Strong wind",2,4,0
"March","2020","Wet","Other",1,1,0
"March","2020","Wet","Unknown",6,9,0
"March","2020","Snow (fresh, loose snow)","Clear and sunny",58,78,1
"March","2020","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",29,37,1
"March","2020","Snow (fresh, loose snow)","Raining",2,2,0
"March","2020","Snow (fresh, loose snow)","Snowing, not including drifting snow",181,244,2
"March","2020","Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0
"March","2020","Snow (fresh, loose snow)","Visibility limitation",11,16,0
"March","2020","Snow (fresh, loose snow)","Strong wind",5,9,0
"March","2020","Snow (fresh, loose snow)","Other",1,2,0
"March","2020","Snow (fresh, loose snow)","Unknown",6,7,0
"March","2020","Slush, wet snow","Clear and sunny",27,40,0
"March","2020","Slush, wet snow","Overcast, cloudy but no precipitation",18,22,2
"March","2020","Slush, wet snow","Raining",4,5,0
"March","2020","Slush, wet snow","Snowing, not including drifting snow",92,123,0
"March","2020","Slush, wet snow","Freezing rain, sleet, hail",10,19,0
"March","2020","Slush, wet snow","Visibility limitation",4,5,0
"March","2020","Slush, wet snow","Strong wind",2,3,0
"March","2020","Slush, wet snow","Other",0,0,0
"March","2020","Slush, wet snow","Unknown",0,0,0
"March","2020","Icy","Clear and sunny",193,253,5
"March","2020","Icy","Overcast, cloudy but no precipitation",56,73,1
"March","2020","Icy","Raining",6,9,0
"March","2020","Icy","Snowing, not including drifting snow",70,95,2
"March","2020","Icy","Freezing rain, sleet, hail",30,35,0
"March","2020","Icy","Visibility limitation",19,22,0
"March","2020","Icy","Strong wind",17,21,0
"March","2020","Icy","Other",5,6,0
"March","2020","Icy","Unknown",12,13,0
"March","2020","Sand/gravel/dirt","Clear and sunny",15,20,0
"March","2020","Sand/gravel/dirt","Overcast, cloudy but no precipitation",1,3,0
"March","2020","Sand/gravel/dirt","Raining",0,0,0
"March","2020","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"March","2020","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"March","2020","Sand/gravel/dirt","Visibility limitation",0,0,0
"March","2020","Sand/gravel/dirt","Strong wind",0,0,0
"March","2020","Sand/gravel/dirt","Other",0,0,0
"March","2020","Sand/gravel/dirt","Unknown",0,0,0
"March","2020","Muddy","Clear and sunny",7,8,0
"March","2020","Muddy","Overcast, cloudy but no precipitation",0,0,0
"March","2020","Muddy","Raining",0,0,0
"March","2020","Muddy","Snowing, not including drifting snow",0,0,0
"March","2020","Muddy","Freezing rain, sleet, hail",0,0,0
"March","2020","Muddy","Visibility limitation",0,0,0
"March","2020","Muddy","Strong wind",0,0,0
"March","2020","Muddy","Other",0,0,0
"March","2020","Muddy","Unknown",0,0,0
"March","2020","Oil","Clear and sunny",0,0,0
"March","2020","Oil","Overcast, cloudy but no precipitation",0,0,0
"March","2020","Oil","Raining",0,0,0
"March","2020","Oil","Snowing, not including drifting snow",0,0,0
"March","2020","Oil","Freezing rain, sleet, hail",0,0,0
"March","2020","Oil","Visibility limitation",0,0,0
"March","2020","Oil","Strong wind",0,0,0
"March","2020","Oil","Other",0,0,0
"March","2020","Oil","Unknown",0,0,0
"March","2020","Flooded","Clear and sunny",0,0,0
"March","2020","Flooded","Overcast, cloudy but no precipitation",0,0,0
"March","2020","Flooded","Raining",1,1,0
"March","2020","Flooded","Snowing, not including drifting snow",0,0,0
"March","2020","Flooded","Freezing rain, sleet, hail",0,0,0
"March","2020","Flooded","Visibility limitation",0,0,0
"March","2020","Flooded","Strong wind",0,0,0
"March","2020","Flooded","Other",0,0,0
"March","2020","Flooded","Unknown",0,0,0
"March","2020","Other","Clear and sunny",139,174,2
"March","2020","Other","Overcast, cloudy but no precipitation",1,1,0
"March","2020","Other","Raining",2,2,0
"March","2020","Other","Snowing, not including drifting snow",120,161,3
"March","2020","Other","Freezing rain, sleet, hail",3,3,1
"March","2020","Other","Visibility limitation",3,3,0
"March","2020","Other","Strong wind",12,13,0
"March","2020","Other","Other",2,3,0
"March","2020","Other","Unknown",5,5,0
"March","2020","Unknown","Clear and sunny",12,13,1
"March","2020","Unknown","Overcast, cloudy but no precipitation",3,4,0
"March","2020","Unknown","Raining",2,2,0
"March","2020","Unknown","Snowing, not including drifting snow",3,3,0
"March","2020","Unknown","Freezing rain, sleet, hail",0,0,0
"March","2020","Unknown","Visibility limitation",0,0,0
"March","2020","Unknown","Strong wind",0,0,0
"March","2020","Unknown","Other",0,0,0
"March","2020","Unknown","Unknown",44,47,4
"March","2021","Dry, normal","Clear and sunny",3660,4799,64
"March","2021","Dry, normal","Overcast, cloudy but no precipitation",233,309,1
"March","2021","Dry, normal","Raining",5,6,0
"March","2021","Dry, normal","Snowing, not including drifting snow",3,3,0
"March","2021","Dry, normal","Freezing rain, sleet, hail",0,0,0
"March","2021","Dry, normal","Visibility limitation",7,13,1
"March","2021","Dry, normal","Strong wind",9,24,0
"March","2021","Dry, normal","Other",3,3,0
"March","2021","Dry, normal","Unknown",20,23,0
"March","2021","Wet","Clear and sunny",214,286,2
"March","2021","Wet","Overcast, cloudy but no precipitation",77,96,0
"March","2021","Wet","Raining",214,262,4
"March","2021","Wet","Snowing, not including drifting snow",29,34,0
"March","2021","Wet","Freezing rain, sleet, hail",4,4,1
"March","2021","Wet","Visibility limitation",12,20,0
"March","2021","Wet","Strong wind",3,4,0
"March","2021","Wet","Other",0,0,0
"March","2021","Wet","Unknown",1,1,0
"March","2021","Snow (fresh, loose snow)","Clear and sunny",45,59,0
"March","2021","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",28,33,0
"March","2021","Snow (fresh, loose snow)","Raining",0,0,0
"March","2021","Snow (fresh, loose snow)","Snowing, not including drifting snow",160,213,2
"March","2021","Snow (fresh, loose snow)","Freezing rain, sleet, hail",2,3,0
"March","2021","Snow (fresh, loose snow)","Visibility limitation",17,21,0
"March","2021","Snow (fresh, loose snow)","Strong wind",9,26,0
"March","2021","Snow (fresh, loose snow)","Other",0,0,0
"March","2021","Snow (fresh, loose snow)","Unknown",4,10,0
"March","2021","Slush, wet snow","Clear and sunny",23,32,0
"March","2021","Slush, wet snow","Overcast, cloudy but no precipitation",15,21,0
"March","2021","Slush, wet snow","Raining",3,3,0
"March","2021","Slush, wet snow","Snowing, not including drifting snow",34,46,0
"March","2021","Slush, wet snow","Freezing rain, sleet, hail",6,9,0
"March","2021","Slush, wet snow","Visibility limitation",1,1,0
"March","2021","Slush, wet snow","Strong wind",2,2,0
"March","2021","Slush, wet snow","Other",0,0,0
"March","2021","Slush, wet snow","Unknown",0,0,0
"March","2021","Icy","Clear and sunny",136,174,2
"March","2021","Icy","Overcast, cloudy but no precipitation",41,58,0
"March","2021","Icy","Raining",5,7,0
"March","2021","Icy","Snowing, not including drifting snow",73,98,1
"March","2021","Icy","Freezing rain, sleet, hail",17,23,0
"March","2021","Icy","Visibility limitation",31,39,2
"March","2021","Icy","Strong wind",29,36,0
"March","2021","Icy","Other",2,3,0
"March","2021","Icy","Unknown",9,12,0
"March","2021","Sand/gravel/dirt","Clear and sunny",16,18,0
"March","2021","Sand/gravel/dirt","Overcast, cloudy but no precipitation",0,0,0
"March","2021","Sand/gravel/dirt","Raining",0,0,0
"March","2021","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"March","2021","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"March","2021","Sand/gravel/dirt","Visibility limitation",0,0,0
"March","2021","Sand/gravel/dirt","Strong wind",1,1,0
"March","2021","Sand/gravel/dirt","Other",0,0,0
"March","2021","Sand/gravel/dirt","Unknown",0,0,0
"March","2021","Muddy","Clear and sunny",2,3,0
"March","2021","Muddy","Overcast, cloudy but no precipitation",0,0,0
"March","2021","Muddy","Raining",0,0,0
"March","2021","Muddy","Snowing, not including drifting snow",0,0,0
"March","2021","Muddy","Freezing rain, sleet, hail",0,0,0
"March","2021","Muddy","Visibility limitation",0,0,0
"March","2021","Muddy","Strong wind",0,0,0
"March","2021","Muddy","Other",0,0,0
"March","2021","Muddy","Unknown",0,0,0
"March","2021","Oil","Clear and sunny",0,0,0
"March","2021","Oil","Overcast, cloudy but no precipitation",0,0,0
"March","2021","Oil","Raining",0,0,0
"March","2021","Oil","Snowing, not including drifting snow",0,0,0
"March","2021","Oil","Freezing rain, sleet, hail",0,0,0
"March","2021","Oil","Visibility limitation",0,0,0
"March","2021","Oil","Strong wind",0,0,0
"March","2021","Oil","Other",0,0,0
"March","2021","Oil","Unknown",0,0,0
"March","2021","Flooded","Clear and sunny",0,0,0
"March","2021","Flooded","Overcast, cloudy but no precipitation",0,0,0
"March","2021","Flooded","Raining",0,0,0
"March","2021","Flooded","Snowing, not including drifting snow",0,0,0
"March","2021","Flooded","Freezing rain, sleet, hail",0,0,0
"March","2021","Flooded","Visibility limitation",0,0,0
"March","2021","Flooded","Strong wind",0,0,0
"March","2021","Flooded","Other",0,0,0
"March","2021","Flooded","Unknown",0,0,0
"March","2021","Other","Clear and sunny",68,93,0
"March","2021","Other","Overcast, cloudy but no precipitation",0,0,0
"March","2021","Other","Raining",0,0,0
"March","2021","Other","Snowing, not including drifting snow",49,65,3
"March","2021","Other","Freezing rain, sleet, hail",0,0,0
"March","2021","Other","Visibility limitation",1,2,0
"March","2021","Other","Strong wind",5,10,0
"March","2021","Other","Other",4,4,0
"March","2021","Other","Unknown",3,3,0
"March","2021","Unknown","Clear and sunny",14,18,0
"March","2021","Unknown","Overcast, cloudy but no precipitation",1,1,0
"March","2021","Unknown","Raining",0,0,0
"March","2021","Unknown","Snowing, not including drifting snow",3,4,0
"March","2021","Unknown","Freezing rain, sleet, hail",1,2,0
"March","2021","Unknown","Visibility limitation",0,0,0
"March","2021","Unknown","Strong wind",1,1,0
"March","2021","Unknown","Other",0,0,0
"March","2021","Unknown","Unknown",45,53,2
"April","2010","Dry, normal","Clear and sunny",6459,8727,85
"April","2010","Dry, normal","Overcast, cloudy but no precipitation",713,965,9
"April","2010","Dry, normal","Raining",9,10,0
"April","2010","Dry, normal","Snowing, not including drifting snow",1,1,0
"April","2010","Dry, normal","Freezing rain, sleet, hail",1,1,0
"April","2010","Dry, normal","Visibility limitation",16,26,0
"April","2010","Dry, normal","Strong wind",24,31,1
"April","2010","Dry, normal","Other",9,13,0
"April","2010","Dry, normal","Unknown",17,21,0
"April","2010","Wet","Clear and sunny",146,215,5
"April","2010","Wet","Overcast, cloudy but no precipitation",179,224,2
"April","2010","Wet","Raining",778,1075,10
"April","2010","Wet","Snowing, not including drifting snow",82,112,0
"April","2010","Wet","Freezing rain, sleet, hail",7,9,0
"April","2010","Wet","Visibility limitation",14,20,0
"April","2010","Wet","Strong wind",9,11,0
"April","2010","Wet","Other",3,5,0
"April","2010","Wet","Unknown",6,6,0
"April","2010","Snow (fresh, loose snow)","Clear and sunny",3,2,1
"April","2010","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",3,2,1
"April","2010","Snow (fresh, loose snow)","Raining",0,0,0
"April","2010","Snow (fresh, loose snow)","Snowing, not including drifting snow",34,46,1
"April","2010","Snow (fresh, loose snow)","Freezing rain, sleet, hail",0,0,0
"April","2010","Snow (fresh, loose snow)","Visibility limitation",6,7,0
"April","2010","Snow (fresh, loose snow)","Strong wind",3,6,0
"April","2010","Snow (fresh, loose snow)","Other",0,0,0
"April","2010","Snow (fresh, loose snow)","Unknown",0,0,0
"April","2010","Slush, wet snow","Clear and sunny",2,2,0
"April","2010","Slush, wet snow","Overcast, cloudy but no precipitation",4,4,0
"April","2010","Slush, wet snow","Raining",2,2,0
"April","2010","Slush, wet snow","Snowing, not including drifting snow",56,76,2
"April","2010","Slush, wet snow","Freezing rain, sleet, hail",10,17,0
"April","2010","Slush, wet snow","Visibility limitation",7,11,0
"April","2010","Slush, wet snow","Strong wind",0,0,0
"April","2010","Slush, wet snow","Other",0,0,0
"April","2010","Slush, wet snow","Unknown",0,0,0
"April","2010","Icy","Clear and sunny",18,22,2
"April","2010","Icy","Overcast, cloudy but no precipitation",14,22,1
"April","2010","Icy","Raining",4,5,0
"April","2010","Icy","Snowing, not including drifting snow",5,8,0
"April","2010","Icy","Freezing rain, sleet, hail",4,5,0
"April","2010","Icy","Visibility limitation",3,3,0
"April","2010","Icy","Strong wind",2,2,0
"April","2010","Icy","Other",1,1,0
"April","2010","Icy","Unknown",1,2,0
"April","2010","Sand/gravel/dirt","Clear and sunny",86,108,3
"April","2010","Sand/gravel/dirt","Overcast, cloudy but no precipitation",11,13,0
"April","2010","Sand/gravel/dirt","Raining",2,2,0
"April","2010","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"April","2010","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"April","2010","Sand/gravel/dirt","Visibility limitation",2,2,0
"April","2010","Sand/gravel/dirt","Strong wind",3,3,0
"April","2010","Sand/gravel/dirt","Other",0,0,0
"April","2010","Sand/gravel/dirt","Unknown",0,0,0
"April","2010","Muddy","Clear and sunny",5,5,0
"April","2010","Muddy","Overcast, cloudy but no precipitation",2,1,1
"April","2010","Muddy","Raining",3,3,0
"April","2010","Muddy","Snowing, not including drifting snow",0,0,0
"April","2010","Muddy","Freezing rain, sleet, hail",1,1,0
"April","2010","Muddy","Visibility limitation",0,0,0
"April","2010","Muddy","Strong wind",0,0,0
"April","2010","Muddy","Other",0,0,0
"April","2010","Muddy","Unknown",0,0,0
"April","2010","Oil","Clear and sunny",1,1,0
"April","2010","Oil","Overcast, cloudy but no precipitation",0,0,0
"April","2010","Oil","Raining",1,2,0
"April","2010","Oil","Snowing, not including drifting snow",0,0,0
"April","2010","Oil","Freezing rain, sleet, hail",0,0,0
"April","2010","Oil","Visibility limitation",0,0,0
"April","2010","Oil","Strong wind",0,0,0
"April","2010","Oil","Other",0,0,0
"April","2010","Oil","Unknown",0,0,0
"April","2010","Flooded","Clear and sunny",0,0,0
"April","2010","Flooded","Overcast, cloudy but no precipitation",0,0,0
"April","2010","Flooded","Raining",0,0,0
"April","2010","Flooded","Snowing, not including drifting snow",0,0,0
"April","2010","Flooded","Freezing rain, sleet, hail",0,0,0
"April","2010","Flooded","Visibility limitation",0,0,0
"April","2010","Flooded","Strong wind",0,0,0
"April","2010","Flooded","Other",0,0,0
"April","2010","Flooded","Unknown",0,0,0
"April","2010","Other","Clear and sunny",30,39,0
"April","2010","Other","Overcast, cloudy but no precipitation",1,1,0
"April","2010","Other","Raining",3,4,0
"April","2010","Other","Snowing, not including drifting snow",49,90,2
"April","2010","Other","Freezing rain, sleet, hail",5,5,0
"April","2010","Other","Visibility limitation",1,1,0
"April","2010","Other","Strong wind",6,7,0
"April","2010","Other","Other",6,7,0
"April","2010","Other","Unknown",0,0,0
"April","2010","Unknown","Clear and sunny",23,27,0
"April","2010","Unknown","Overcast, cloudy but no precipitation",2,4,0
"April","2010","Unknown","Raining",1,1,0
"April","2010","Unknown","Snowing, not including drifting snow",1,2,0
"April","2010","Unknown","Freezing rain, sleet, hail",1,1,0
"April","2010","Unknown","Visibility limitation",1,0,1
"April","2010","Unknown","Strong wind",0,0,0
