Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
March,2015,"Snow (fresh, loose snow)","Snowing, not including drifting snow",305,411,0,Spring
March,2015,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,4,0,Spring
March,2015,"Snow (fresh, loose snow)",Visibility limitation,98,169,2,Spring
March,2015,"Snow (fresh, loose snow)",Strong wind,21,27,1,Spring
March,2015,"Snow (fresh, loose snow)",Clear and sunny,1,1,0,Spring
March,2015,"Slush, wet snow",Clear and sunny,61,81,0,Spring
March,2015,"Slush, wet snow","Overcast, cloudy but no precipitation",18,27,0,Spring
March,2015,"Slush, wet snow",Raining,4,5,0,Spring
March,2015,"Slush, wet snow","Snowing, not including drifting snow",90,120,0,Spring
March,2015,"Slush, wet snow","Freezing rain, sleet, hail",16,25,0,Spring
March,2015,"Slush, wet snow",Visibility limitation,3,4,0,Spring
March,2015,"Slush, wet snow",Strong wind,1,2,0,Spring
March,2015,"Slush, wet snow",Clear and sunny,2,6,0,Spring
March,2015,Icy,Clear and sunny,286,388,3,Spring
March,2015,Icy,"Overcast, cloudy but no precipitation",86,107,0,Spring
March,2015,Icy,Raining,9,10,0,Spring
March,2015,Icy,"Snowing, not including drifting snow",121,165,1,Spring
March,2015,Icy,"Freezing rain, sleet, hail",19,25,0,Spring
March,2015,Icy,Visibility limitation,69,149,2,Spring
March,2015,Icy,Strong wind,22,30,0,Spring
March,2015,Icy,Other,1,2,0,Spring
March,2015,Icy,Clear and sunny,31,37,0,Spring
March,2015,Sand/gravel/dirt,Clear and sunny,17,22,0,Spring
March,2015,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,4,0,Spring
March,2015,Sand/gravel/dirt,Clear and sunny,1,1,0,Spring
March,2015,Muddy,Clear and sunny,12,16,0,Spring
March,2015,Muddy,"Overcast, cloudy but no precipitation",1,3,0,Spring
March,2015,Muddy,Raining,2,2,0,Spring
March,2015,Other,Clear and sunny,124,145,2,Spring
March,2015,Other,"Overcast, cloudy but no precipitation",2,3,0,Spring
March,2015,Other,Raining,4,5,0,Spring
March,2015,Other,"Snowing, not including drifting snow",67,107,0,Spring
March,2015,Other,"Freezing rain, sleet, hail",3,4,0,Spring
March,2015,Other,Visibility limitation,6,12,0,Spring
March,2015,Other,Strong wind,1,1,0,Spring
March,2015,Other,Other,2,3,0,Spring
March,2015,Other,Clear and sunny,4,5,1,Spring
March,2015,Wet,Clear and sunny,20,23,0,Spring
March,2015,Wet,"Overcast, cloudy but no precipitation",4,5,0,Spring
March,2015,Wet,"Snowing, not including drifting snow",2,2,0,Spring
March,2015,Wet,Visibility limitation,1,1,0,Spring
March,2015,Wet,Strong wind,1,1,0,Spring
March,2015,Wet,Clear and sunny,53,61,0,Spring
March,2016,"Dry, normal",Clear and sunny,4046,5492,55,Spring
March,2016,"Dry, normal","Overcast, cloudy but no precipitation",390,522,8,Spring
March,2016,"Dry, normal",Raining,5,5,0,Spring
March,2016,"Dry, normal","Snowing, not including drifting snow",4,4,0,Spring
March,2016,"Dry, normal",Visibility limitation,13,19,1,Spring
March,2016,"Dry, normal",Strong wind,8,12,1,Spring
March,2016,"Dry, normal",Other,7,9,1,Spring
March,2016,"Dry, normal",Clear and sunny,15,22,0,Spring
March,2016,Wet,Clear and sunny,496,697,6,Spring
March,2016,Wet,"Overcast, cloudy but no precipitation",272,358,6,Spring
March,2016,Wet,Raining,838,1111,25,Spring
March,2016,Wet,"Snowing, not including drifting snow",87,117,1,Spring
March,2016,Wet,"Freezing rain, sleet, hail",22,26,1,Spring
March,2016,Wet,Visibility limitation,42,52,1,Spring
March,2016,Wet,Strong wind,2,2,1,Spring
March,2016,Wet,Other,5,5,0,Spring
March,2016,Wet,Clear and sunny,8,12,2,Spring
March,2016,"Snow (fresh, loose snow)",Clear and sunny,93,119,1,Spring
March,2016,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",52,64,3,Spring
March,2016,"Snow (fresh, loose snow)",Raining,2,2,0,Spring
March,2016,"Snow (fresh, loose snow)","Snowing, not including drifting snow",271,373,0,Spring
March,2016,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",2,4,0,Spring
March,2016,"Snow (fresh, loose snow)",Visibility limitation,59,95,0,Spring
March,2016,"Snow (fresh, loose snow)",Strong wind,10,16,0,Spring
March,2016,"Snow (fresh, loose snow)",Clear and sunny,1,1,0,Spring
March,2016,"Slush, wet snow",Clear and sunny,46,58,0,Spring
March,2016,"Slush, wet snow","Overcast, cloudy but no precipitation",32,47,1,Spring
March,2016,"Slush, wet snow",Raining,15,18,0,Spring
March,2016,"Slush, wet snow","Snowing, not including drifting snow",88,134,2,Spring
March,2016,"Slush, wet snow","Freezing rain, sleet, hail",41,56,1,Spring
March,2016,"Slush, wet snow",Visibility limitation,5,6,0,Spring
March,2016,"Slush, wet snow",Strong wind,5,7,0,Spring
March,2016,Icy,Clear and sunny,338,448,4,Spring
March,2016,Icy,"Overcast, cloudy but no precipitation",89,102,2,Spring
March,2016,Icy,Raining,19,21,0,Spring
March,2016,Icy,"Snowing, not including drifting snow",118,165,1,Spring
March,2016,Icy,"Freezing rain, sleet, hail",85,112,1,Spring
March,2016,Icy,Visibility limitation,40,49,0,Spring
March,2016,Icy,Strong wind,12,22,0,Spring
March,2016,Icy,Other,2,3,0,Spring
March,2016,Icy,Clear and sunny,18,24,0,Spring
March,2016,Sand/gravel/dirt,Clear and sunny,17,21,1,Spring
March,2016,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",6,10,1,Spring
March,2016,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Spring
March,2016,Muddy,Clear and sunny,6,8,1,Spring
March,2016,Muddy,Raining,1,1,0,Spring
March,2016,Muddy,"Snowing, not including drifting snow",1,1,0,Spring
March,2016,Other,Clear and sunny,57,75,3,Spring
March,2016,Other,"Overcast, cloudy but no precipitation",1,1,0,Spring
March,2016,Other,"Snowing, not including drifting snow",82,120,1,Spring
March,2016,Other,"Freezing rain, sleet, hail",3,2,1,Spring
March,2016,Other,Visibility limitation,4,4,0,Spring
March,2016,Other,Strong wind,1,1,0,Spring
March,2016,Other,Clear and sunny,2,3,0,Spring
March,2016,Wet,Clear and sunny,18,20,0,Spring
March,2016,Wet,"Overcast, cloudy but no precipitation",1,1,0,Spring
March,2016,Wet,Raining,1,1,0,Spring
March,2016,Wet,"Snowing, not including drifting snow",4,5,0,Spring
March,2016,Wet,"Freezing rain, sleet, hail",1,2,0,Spring
March,2016,Wet,Other,1,1,0,Spring
March,2016,Wet,Clear and sunny,53,64,0,Spring
March,2017,"Dry, normal",Clear and sunny,3757,4990,53,Spring
March,2017,"Dry, normal","Overcast, cloudy but no precipitation",374,497,5,Spring
March,2017,"Dry, normal",Raining,12,12,0,Spring
March,2017,"Dry, normal","Snowing, not including drifting snow",8,10,0,Spring
March,2017,"Dry, normal","Freezing rain, sleet, hail",1,1,0,Spring
March,2017,"Dry, normal",Visibility limitation,17,24,2,Spring
March,2017,"Dry, normal",Strong wind,16,23,0,Spring
March,2017,"Dry, normal",Other,4,4,0,Spring
March,2017,"Dry, normal",Clear and sunny,17,19,1,Spring
March,2017,Wet,Clear and sunny,392,547,4,Spring
March,2017,Wet,"Overcast, cloudy but no precipitation",248,328,3,Spring
March,2017,Wet,Raining,739,959,9,Spring
March,2017,Wet,"Snowing, not including drifting snow",137,186,4,Spring
March,2017,Wet,"Freezing rain, sleet, hail",14,18,0,Spring
March,2017,Wet,Visibility limitation,35,43,0,Spring
March,2017,Wet,Strong wind,7,9,0,Spring
March,2017,Wet,Other,4,3,1,Spring
March,2017,Wet,Clear and sunny,3,3,0,Spring
March,2017,"Snow (fresh, loose snow)",Clear and sunny,91,119,0,Spring
March,2017,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",59,76,1,Spring
March,2017,"Snow (fresh, loose snow)",Raining,3,3,0,Spring
March,2017,"Snow (fresh, loose snow)","Snowing, not including drifting snow",391,536,4,Spring
March,2017,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",3,5,0,Spring
March,2017,"Snow (fresh, loose snow)",Visibility limitation,138,187,2,Spring
March,2017,"Snow (fresh, loose snow)",Strong wind,16,21,1,Spring
March,2017,"Snow (fresh, loose snow)",Clear and sunny,2,3,0,Spring
March,2017,"Slush, wet snow",Clear and sunny,33,46,0,Spring
March,2017,"Slush, wet snow","Overcast, cloudy but no precipitation",22,26,0,Spring
March,2017,"Slush, wet snow",Raining,11,16,0,Spring
March,2017,"Slush, wet snow","Snowing, not including drifting snow",89,123,2,Spring
March,2017,"Slush, wet snow","Freezing rain, sleet, hail",10,18,0,Spring
March,2017,"Slush, wet snow",Visibility limitation,4,4,0,Spring
March,2017,"Slush, wet snow",Strong wind,2,2,0,Spring
March,2017,Icy,Clear and sunny,309,410,7,Spring
March,2017,Icy,"Overcast, cloudy but no precipitation",94,124,3,Spring
March,2017,Icy,Raining,41,49,0,Spring
March,2017,Icy,"Snowing, not including drifting snow",169,245,2,Spring
March,2017,Icy,"Freezing rain, sleet, hail",81,98,1,Spring
March,2017,Icy,Visibility limitation,88,129,4,Spring
March,2017,Icy,Strong wind,25,35,0,Spring
March,2017,Icy,Other,2,2,0,Spring
March,2017,Icy,Clear and sunny,18,25,0,Spring
March,2017,Sand/gravel/dirt,Clear and sunny,20,27,0,Spring
March,2017,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,2,0,Spring
March,2017,Sand/gravel/dirt,Raining,1,1,0,Spring
March,2017,Muddy,Clear and sunny,3,3,0,Spring
March,2017,Muddy,"Overcast, cloudy but no precipitation",3,2,2,Spring
March,2017,Other,Clear and sunny,230,283,4,Spring
March,2017,Other,"Overcast, cloudy but no precipitation",1,1,0,Spring
March,2017,Other,Raining,1,1,0,Spring
March,2017,Other,"Snowing, not including drifting snow",193,247,5,Spring
March,2017,Other,Visibility limitation,8,12,0,Spring
March,2017,Other,Strong wind,2,2,0,Spring
March,2017,Other,Other,9,12,0,Spring
March,2017,Other,Clear and sunny,4,4,0,Spring
March,2017,Wet,Clear and sunny,30,41,1,Spring
March,2017,Wet,"Overcast, cloudy but no precipitation",2,5,0,Spring
March,2017,Wet,Raining,1,1,0,Spring
March,2017,Wet,"Snowing, not including drifting snow",4,6,0,Spring
March,2017,Wet,"Freezing rain, sleet, hail",1,2,0,Spring
March,2017,Wet,Strong wind,3,3,0,Spring
March,2017,Wet,Clear and sunny,61,76,0,Spring
March,2018,"Dry, normal",Clear and sunny,4116,5646,56,Spring
March,2018,"Dry, normal","Overcast, cloudy but no precipitation",469,635,11,Spring
March,2018,"Dry, normal",Raining,2,3,0,Spring
March,2018,"Dry, normal","Snowing, not including drifting snow",5,5,0,Spring
March,2018,"Dry, normal",Visibility limitation,24,28,2,Spring
March,2018,"Dry, normal",Strong wind,15,21,0,Spring
March,2018,"Dry, normal",Other,2,2,0,Spring
March,2018,"Dry, normal",Clear and sunny,20,27,0,Spring
March,2018,Wet,Clear and sunny,452,572,1,Spring
March,2018,Wet,"Overcast, cloudy but no precipitation",214,291,2,Spring
March,2018,Wet,Raining,393,520,8,Spring
March,2018,Wet,"Snowing, not including drifting snow",186,236,5,Spring
March,2018,Wet,"Freezing rain, sleet, hail",10,17,0,Spring
March,2018,Wet,Visibility limitation,13,18,0,Spring
March,2018,Wet,Strong wind,3,3,0,Spring
March,2018,Wet,Other,5,8,0,Spring
March,2018,Wet,Clear and sunny,7,7,1,Spring
March,2018,"Snow (fresh, loose snow)",Clear and sunny,89,108,0,Spring
March,2018,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",44,60,0,Spring
March,2018,"Snow (fresh, loose snow)",Raining,1,1,0,Spring
March,2018,"Snow (fresh, loose snow)","Snowing, not including drifting snow",321,420,6,Spring
March,2018,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",2,2,0,Spring
March,2018,"Snow (fresh, loose snow)",Visibility limitation,73,117,0,Spring
March,2018,"Snow (fresh, loose snow)",Strong wind,11,14,0,Spring
March,2018,"Snow (fresh, loose snow)",Clear and sunny,9,11,0,Spring
March,2018,"Slush, wet snow",Clear and sunny,34,42,1,Spring
March,2018,"Slush, wet snow","Overcast, cloudy but no precipitation",21,29,1,Spring
March,2018,"Slush, wet snow",Raining,1,1,0,Spring
March,2018,"Slush, wet snow","Snowing, not including drifting snow",103,144,1,Spring
March,2018,"Slush, wet snow","Freezing rain, sleet, hail",5,8,0,Spring
March,2018,"Slush, wet snow",Visibility limitation,10,17,0,Spring
March,2018,"Slush, wet snow",Strong wind,3,5,0,Spring
March,2018,"Slush, wet snow",Other,1,1,0,Spring
March,2018,"Slush, wet snow",Clear and sunny,2,1,1,Spring
March,2018,Icy,Clear and sunny,217,256,7,Spring
March,2018,Icy,"Overcast, cloudy but no precipitation",71,80,1,Spring
March,2018,Icy,Raining,6,6,0,Spring
March,2018,Icy,"Snowing, not including drifting snow",141,197,1,Spring
March,2018,Icy,"Freezing rain, sleet, hail",26,32,0,Spring
March,2018,Icy,Visibility limitation,31,45,0,Spring
March,2018,Icy,Strong wind,11,19,0,Spring
March,2018,Icy,Other,1,1,0,Spring
March,2018,Icy,Clear and sunny,13,16,1,Spring
March,2018,Sand/gravel/dirt,Clear and sunny,11,10,1,Spring
March,2018,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,4,0,Spring
March,2018,Sand/gravel/dirt,Raining,1,1,0,Spring
March,2018,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Spring
March,2018,Muddy,Clear and sunny,8,9,0,Spring
March,2018,Muddy,"Overcast, cloudy but no precipitation",4,4,0,Spring
March,2018,Flooded,Raining,1,1,0,Spring
March,2018,Other,Clear and sunny,192,243,4,Spring
March,2018,Other,"Overcast, cloudy but no precipitation",2,2,0,Spring
March,2018,Other,Raining,1,6,0,Spring
March,2018,Other,"Snowing, not including drifting snow",258,358,2,Spring
March,2018,Other,"Freezing rain, sleet, hail",4,5,0,Spring
March,2018,Other,Visibility limitation,23,43,0,Spring
March,2018,Other,Strong wind,8,9,0,Spring
March,2018,Other,Other,7,11,0,Spring
March,2018,Other,Clear and sunny,5,5,0,Spring
March,2018,Wet,Clear and sunny,20,28,0,Spring
March,2018,Wet,"Overcast, cloudy but no precipitation",6,6,0,Spring
March,2018,Wet,"Snowing, not including drifting snow",3,5,0,Spring
March,2018,Wet,Other,1,1,0,Spring
March,2018,Wet,Clear and sunny,64,75,2,Spring
March,2019,"Dry, normal",Clear and sunny,4127,5589,60,Spring
March,2019,"Dry, normal","Overcast, cloudy but no precipitation",271,384,4,Spring
March,2019,"Dry, normal",Raining,4,5,0,Spring
March,2019,"Dry, normal","Snowing, not including drifting snow",5,7,0,Spring
March,2019,"Dry, normal",Visibility limitation,12,17,0,Spring
March,2019,"Dry, normal",Strong wind,9,14,0,Spring
March,2019,"Dry, normal",Other,4,4,1,Spring
March,2019,"Dry, normal",Clear and sunny,23,23,0,Spring
March,2019,Wet,Clear and sunny,519,678,7,Spring
March,2019,Wet,"Overcast, cloudy but no precipitation",147,198,1,Spring
March,2019,Wet,Raining,301,403,6,Spring
March,2019,Wet,"Snowing, not including drifting snow",97,127,0,Spring
March,2019,Wet,"Freezing rain, sleet, hail",11,15,0,Spring
March,2019,Wet,Visibility limitation,16,23,0,Spring
March,2019,Wet,Strong wind,1,1,0,Spring
March,2019,Wet,Other,4,5,0,Spring
March,2019,Wet,Clear and sunny,6,11,0,Spring
March,2019,"Snow (fresh, loose snow)",Clear and sunny,104,135,0,Spring
March,2019,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",25,29,0,Spring
March,2019,"Snow (fresh, loose snow)",Raining,4,5,0,Spring
March,2019,"Snow (fresh, loose snow)","Snowing, not including drifting snow",225,291,0,Spring
March,2019,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",2,2,0,Spring
March,2019,"Snow (fresh, loose snow)",Visibility limitation,72,103,1,Spring
March,2019,"Snow (fresh, loose snow)",Strong wind,6,7,0,Spring
March,2019,"Snow (fresh, loose snow)",Other,1,1,0,Spring
March,2019,"Snow (fresh, loose snow)",Clear and sunny,2,2,0,Spring
March,2019,"Slush, wet snow",Clear and sunny,44,59,0,Spring
March,2019,"Slush, wet snow","Overcast, cloudy but no precipitation",27,30,0,Spring
March,2019,"Slush, wet snow",Raining,15,20,0,Spring
March,2019,"Slush, wet snow","Snowing, not including drifting snow",112,163,1,Spring
March,2019,"Slush, wet snow","Freezing rain, sleet, hail",17,22,0,Spring
March,2019,"Slush, wet snow",Visibility limitation,11,17,0,Spring
March,2019,"Slush, wet snow",Strong wind,1,2,0,Spring
March,2019,"Slush, wet snow",Other,1,1,0,Spring
March,2019,"Slush, wet snow",Clear and sunny,1,1,0,Spring
March,2019,Icy,Clear and sunny,320,425,6,Spring
March,2019,Icy,"Overcast, cloudy but no precipitation",70,83,0,Spring
March,2019,Icy,Raining,8,12,0,Spring
March,2019,Icy,"Snowing, not including drifting snow",85,119,3,Spring
March,2019,Icy,"Freezing rain, sleet, hail",34,47,0,Spring
March,2019,Icy,Visibility limitation,38,51,0,Spring
March,2019,Icy,Strong wind,10,19,0,Spring
March,2019,Icy,Other,3,4,0,Spring
March,2019,Icy,Clear and sunny,16,25,0,Spring
March,2019,Sand/gravel/dirt,Clear and sunny,12,12,1,Spring
March,2019,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",4,6,0,Spring
March,2019,Sand/gravel/dirt,"Snowing, not including drifting snow",1,2,0,Spring
March,2019,Sand/gravel/dirt,Clear and sunny,1,1,0,Spring
March,2019,Muddy,Clear and sunny,6,7,0,Spring
March,2019,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Spring
March,2019,Oil,"Overcast, cloudy but no precipitation",1,1,0,Spring
March,2019,Flooded,Raining,1,1,0,Spring
March,2019,Other,Clear and sunny,167,214,1,Spring
March,2019,Other,"Snowing, not including drifting snow",76,102,0,Spring
March,2019,Other,Visibility limitation,3,3,0,Spring
March,2019,Other,Strong wind,5,8,0,Spring
March,2019,Other,Other,4,4,0,Spring
March,2019,Other,Clear and sunny,2,2,0,Spring
March,2019,Wet,Clear and sunny,27,37,0,Spring
March,2019,Wet,"Overcast, cloudy but no precipitation",3,3,0,Spring
March,2019,Wet,"Snowing, not including drifting snow",4,7,0,Spring
March,2019,Wet,Visibility limitation,1,1,0,Spring
March,2019,Wet,Clear and sunny,62,69,3,Spring
March,2020,"Dry, normal",Clear and sunny,2831,3830,43,Spring
March,2020,"Dry, normal","Overcast, cloudy but no precipitation",246,335,4,Spring
March,2020,"Dry, normal",Raining,4,5,0,Spring
March,2020,"Dry, normal","Snowing, not including drifting snow",3,4,0,Spring
March,2020,"Dry, normal",Visibility limitation,3,3,0,Spring
March,2020,"Dry, normal",Strong wind,12,21,1,Spring
March,2020,"Dry, normal",Other,1,1,0,Spring
March,2020,"Dry, normal",Clear and sunny,17,19,0,Spring
March,2020,Wet,Clear and sunny,289,376,3,Spring
March,2020,Wet,"Overcast, cloudy but no precipitation",97,145,0,Spring
March,2020,Wet,Raining,288,366,8,Spring
March,2020,Wet,"Snowing, not including drifting snow",64,79,0,Spring
March,2020,Wet,"Freezing rain, sleet, hail",3,6,0,Spring
March,2020,Wet,Visibility limitation,20,26,0,Spring
March,2020,Wet,Strong wind,2,4,0,Spring
March,2020,Wet,Other,1,1,0,Spring
March,2020,Wet,Clear and sunny,6,9,0,Spring
March,2020,"Snow (fresh, loose snow)",Clear and sunny,58,78,1,Spring
March,2020,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",29,37,1,Spring
March,2020,"Snow (fresh, loose snow)",Raining,2,2,0,Spring
March,2020,"Snow (fresh, loose snow)","Snowing, not including drifting snow",181,244,2,Spring
March,2020,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0,Spring
March,2020,"Snow (fresh, loose snow)",Visibility limitation,11,16,0,Spring
March,2020,"Snow (fresh, loose snow)",Strong wind,5,9,0,Spring
March,2020,"Snow (fresh, loose snow)",Other,1,2,0,Spring
March,2020,"Snow (fresh, loose snow)",Clear and sunny,6,7,0,Spring
March,2020,"Slush, wet snow",Clear and sunny,27,40,0,Spring
March,2020,"Slush, wet snow","Overcast, cloudy but no precipitation",18,22,2,Spring
